chunk_id,topic,title,content,source,source_url,document_type,chunk_id_char_count,content_char_count
Soil Organic Carbon _72,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"and uses the most energy, NT the least. Tillage-induced soil erosion is the major cause of severe soil carbon loss on upper slope locations of upland landscapes. 17 Tillage erosion = Net downslope translocation of soil by tillage implements, exposing subsoil at the crest while burying soil at the bottom.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,305
Soil Organic Carbon _73,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"15 EVIDENCE THAT CA PROMOTES SOIL CARBON ACCUMULATION Vol. 16–2012 on convex upper slope positions of cultivated, upland landscapes (Lobb et al., 1995; Lobb and Lindstrom, 1999; Reicosky et al., 2005). 3.1.2 Monocropping Some authors found negative SOC storage rates under repeated monocropping in NT systems (Carter and Kunelius, 1986; Angers et al., 1997; Wanniarachchi et al. , 1999, VandenBygaart et al. , 2003). However, based on the CA definition, monoculture is in itself a reason for exclusion from CA systems, and the negative SOC storage rates should be related to the cropping pattern and not to either the CA system nor to the soil depth sampled. As stated previously, changing from monocropping to a multicrop rotation results in a positive influence on SOC concentration. Several studies comparing SOC concentration under multiple cropping with monocropping systems support this theory (Havlin et al., 1990; Entry et al., 1996; Mitchell et al., 1996;",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,964
Soil Organic Carbon _74,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"this theory (Havlin et al., 1990; Entry et al., 1996; Mitchell et al., 1996; Robinson et al., 1996; Robinson et al., 1996; Buyanovsky and Wagner, 1998; Gregorich et al., 2001; Lopez-Fando and Pardo, 2001). Soil type and climatic conditions are further important determinants and variables that can strongly influence the effects of the cropping pattern on SOC, as shown by the experiments on continuous barley 18 reported in the paper of VandenBygaart et al. (2003). After conversion to NT, Angers et al. (1997) found negative SOC rates in Humic Gleysols (with clay, clay-loam, silt-loam texture) sampled at depths greater than 30 cm; while the experiments of Nyborg et al. (1995) done in other study areas (i.e. on sand loam Melanic Brunisols, loam Gray Luvisol and loam Black Chernozem) showed positive carbon sequestration rates and net carbon differences of CA relative to TA. In the first study area, Gleysols in combination with a mean annual precipitation",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,962
Soil Organic Carbon _75,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"the first study area, Gleysols in combination with a mean annual precipitation of 891 mm and mean annual temperatures of approximately 1°C were not very favourable for any agricultural activities, even less so for monoculture. For their lower mean annual precipitation (547 mm) and comparable mean annual temperatures (2°C), the other study areas seem to be more suitable as croplands and explain the better results achieved. Where CA principles and methods are not followed: • MONOCROPPING IN NT SYSTEMS Monoculture is in itself a reason for exclusion from CA systems. Changing monocropping to a multicrop rotation results in positive influence on SOC concentration. 18 Barley = Hordeum vulgare",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,695
Soil Organic Carbon _76,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"16 SOIL ORGANIC CARBON ACCUMULATION AND GREENHOUSE GAS EMISSION REDUCTIONS FROM CONSERVATION AGRICULTURE Integrated Crop Management 3.1.3 Crop rotations and cover crops that do not allow a positive N balance Different rotations have different potential to promote and support carbon sequestration. In general terms, carbon accumulates in the soil when the nitrogen balance of the crop rotation is positive, i.e. when the input from nitrogen fixation or fertiliser is higher than the nitrogen exported with harvested produce plus the amount lost by leaching or in gaseous forms (Sidiras and Pavan, 1985; Bayer and Mielniczuck, 1997; Boddey, 1997; Alves et al., 2002, 2003, 2006; Sisti et al., 2004; Bayer and Bertol, 1999; de Maria et al., 1999; Amado et al., 1999, 2001; Bayer et al., 2000a, b). Some authors reported negative SOC accumulation rates under CA mainly associated with specific rotations, i.e. with fallow-, barley-, soybean- 19 based rotations.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,958
Soil Organic Carbon _77,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"associated with specific rotations, i.e. with fallow-, barley-, soybean- 19 based rotations. Fallow-based rotations should not be associated with the concept of CA, and negative rates for SOC accumulation are most likely to reflect high mineralization rates favoured in tilled and bare soils, a theory supported by the higher SOC content achieved under NT after the enhancement of the cropping intensity from fallow (Black and Tanaka, 1997; VandenBygaart et al., 2003; Hernanz et al., 2009; López-Bellido et al., 2010). A barley - wheat - soybean rotation does not seem to allow SOC accumulation (Angers et al., 1997). One reason for this is that barley, as a versatile species, is often cultivated where growing conditions (e.g. climate and soil fertility) are most difficult and less favourable for cereal crops of major commercial importance and hence also for SOC accumulation. More details are given below, where soybean rotations are considered.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,951
Soil Organic Carbon _78,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"commercial importance and hence also for SOC accumulation. More details are given below, where soybean rotations are considered. Further negative SOC accumulation rates under CA were found in experiments with maize - wheat - soybean (Yang and Kay, 2001; VandenBygaart et al., 2002). Concerns about these conclusions relate firstly to the fact that the experiments are based on too few soil profiles sampled (i.e. one in the case of the research of VandenBygaart) and seem therefore not to be representative. Secondly, no reference is made of the previous land use, which is very relevant information, as mentioned in section 2.2 at point viii. Finally and most importantly, including soybean in the rotation does not seem to be sufficient to enhance SOC accumulation: most of the fixed nitrogen is exported with the grain (Sisti et al., 2004) and, while its residues may improve nitrogen availability, they decompose very quickly, returning too little biomass to the",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,966
Soil Organic Carbon _79,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"availability, they decompose very quickly, returning too little biomass to the soil to get significant SOC accumulation as compared to other legumes. For instance, all the enhancements in crop rotation complexity analysed in the survey of West and Post (2002) resulted in a mean carbon sequestration rate of 0.2 t of carbon ha -1 y-1, with the exception of a change from continuous maize to maize - soybean rotations which resulted in 0.15 t of carbon ha -1 y-1 sequestered. When soybean is the only legume in the rotation, carbon 19 Soybean = Glycine max",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,555
Soil Organic Carbon _80,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"17 EVIDENCE THAT CA PROMOTES SOIL CARBON ACCUMULATION Vol. 16–2012 stocks under CA are comparable to those under TA (Machado and Silva, 2001; Freixo et al., 2002), but when a green-manure crop with high annual above-ground biomass production is included to keep the nitrogen balance of the crop rotation positive, carbon stocks are significantly greater. For example, Diekow et al. (2005) tested the effects of different CA-based crop rotations and different levels of nitrogen fertilizer (N-fertilizer) over 17 years in an Acrisol in southern Brazil. The experiment started after conversion from grassland to TA-cropland and when carbon and nitrogen stocks had decreased under that management system. With the conversion to CA and the establishment of cereal-based cropping systems (i.e. fallow - oat 20 and fallow - maize) without N-fertilizer, additional carbon and nitrogen losses occurred. When N-fertilization was applied in the cereal-based rotations in the CA",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,967
Soil Organic Carbon _81,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"When N-fertilization was applied in the cereal-based rotations in the CA systems, the carbon and nitrogen stocks remained steady with time. However, the conversion to CA and the establishment of legume-based crop rotations (i.e. lablab 21 - maize and pigeon pea 22 - maize) restored the original carbon and nitrogen stocks of native grassland in its natural state in the 0 - 17.5 cm layer, and even surpassed it when the N-fertilizer was applied. Larger relative changes in the 0 - 2.5 cm depth were observed, where the carbon stock was on average 42 percent higher in legume treatments than in grassland soil. Crop rotation is an important agro-ecosystem management practice to preserve and improve agricultural sustainability that can significantly contribute to SOC accrual. Examples of the quantities of residues achievable under different climates and common rotation systems, regardless of agricultural treatment, are provided in Annex 1. SOC quantities achievable in different",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,983
Soil Organic Carbon _82,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"treatment, are provided in Annex 1. SOC quantities achievable in different climates under many common rotation systems are given in Annex 2. A review of the long-term impact on SOC content of different tillage systems under the same crop rotation schemes is given in Annex 3. 3.1.4 Crop residues removal and mixing The availability of sufficient plant residue is often a limit to the amount of carbon accumulated in the soil. In some cases all above-ground production may be removed (harvested or used as livestock feed) or burned, leaving only the root biomass for incorporation into the SOM; in other cases above- and below-ground inputs are mechanically mixed (e.g. by disking or chiseling) into the soil. When this happens, residues decay more rapidly for three main reasons: first, for the direct contact with soil-borne decomposing organisms; second, for the generally favourable soil conditions for microbial",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,915
Soil Organic Carbon _83,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"organisms; second, for the generally favourable soil conditions for microbial decomposition in terms of moisture, nitrogen availability, temperature; and third, for the favourable conditions for microbial activity resulting from tillage in terms of aeration (Magdoff and Weil, 2004). It is interesting to observe 20 Oat = Avena sativa 21 Lablab = Lablab purpureus (L.) Sweet, Dolichos lablab L. 22 Pigeon pea = Cajanus cajan",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,424
Soil Organic Carbon _84,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"18 SOIL ORGANIC CARBON ACCUMULATION AND GREENHOUSE GAS EMISSION REDUCTIONS FROM CONSERVATION AGRICULTURE Integrated Crop Management that the composition of the material incorporated into the soil affects the decay of the SOM present in the soil: mixing readily decomposable carbon (e.g. residues with low C/N ratio, or liquid manure) in the presence of stable SOM generally induces a priming effect 23 and increases CO 2 emissions; in contrast, the composition of crop residues not mixed into the soil does not affect the decay of the SOM present (Chadwick et al., 1998; Flessa and Beese, 2000; Kuzyakov et al., 2000; Chantigny et al., 2001; Bol et al., 2003; Fontaine et al., 2004; Sisti et al., 2004; Fontaine, 2007). In a soil that is not tilled for many years, SOM decomposition in soil surface layers is reduced and causes the active fractions of SOM to increase (Franzluebbers et al., 1995a, b; Stock/f_isch et al., 1999; Tebrügge and During,",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,948
Soil Organic Carbon _85,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"(Franzluebbers et al., 1995a, b; Stock/f_isch et al., 1999; Tebrügge and During, 1999; Horáček et al., 2001). There is a strong linkage between superficial SOM accumulation, the consequent carbon vertical stratification (Hernanz et al., 2002; Moreno et al., 2006), water infiltration, erosion resistance and the conservation of nutrients. Consequently in NT soils the degree of SOC stratification (i.e. the stratification ratio) can be used as an indicator of soil quality. Another indicator to assess the influence of management on functional processes in soils (such as decomposition and nutrient cycling) is soil enzyme activity (Dick, 1994; Karlen et al. 1994; Bandick and Dick 1999; Dilly et al., 2003). Soil enzymes catalyze the innumerable reactions necessary for the life processes of microorganisms in soils, decomposition of organic residues, cycling of nutrients. Bandick and Dick’s experiments (1999) on the effects of",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,930
Soil Organic Carbon _86,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"cycling of nutrients. Bandick and Dick’s experiments (1999) on the effects of field management on soil enzymes (i.e. amidase, amylsulfatase, deaminase, fluorescein diacetate hydrolase, invertase, cellulase and urease) showed that their activities were generally higher in cropping systems where cover crops or organic residues were added. In particular, deaminase was not a good indicator Where CA principles and methods are not followed: • REMOVAL OF CROP RESIDUES Export of soil organic matter and loss of carbon from the system • MIXING OF CROP RESIDUES Residues mixed into the soil decay more rapidly. Mixing readily decomposable carbon in the presence of stable SOM induces a priming effect; the composition of crop residues not mixed does not affect the decay of the native SOM. In a soil not tilled for many years the SOM active fractions increases. Soil enzyme activity is higher in cropping systems with cover crops and/or organic residue cover.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,954
Soil Organic Carbon _87,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,Soil enzyme activity is higher in cropping systems with cover crops and/or organic residue cover. 23 Priming effect = Mobilization by microbial decomposition of stable SOC stimulated by the addition of substrates with readily available energy.,FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,243
Soil Organic Carbon _88,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"19 EVIDENCE THAT CA PROMOTES SOIL CARBON ACCUMULATION Vol. 16–2012 of soil quality, while ß-glucosidase proved to better reflect soil management effects. Kandeler et al. (1999) found that in the top 10 cm of the soil enzyme activities significantly increased only two years after transition to CA as compared to TA, and after four years nitrogen mineralization in the 20 to 30-cm soil layer was significantly higher under TA. Also the work of Balota et al. (2004) on soil enzyme activity in southern Brazil provided evidence on CA’s role in fostering microbial activity. Under CA, in the 0 - 5 cm soil layer amylase increased by up to 68 percent, cellulase by 90 percent, amylsulfatase by 219 percent, acid phosphatase by 46 percent and alkaline phosphatase by 61 percent. Further analyses in Uzbekistan demonstrated higher protease activity under CA as compared to soils with no residues (Nurbekov, 2008). In conclusion, agricultural systems that rely on permanent organic soil cover",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,984
Soil Organic Carbon _89,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"In conclusion, agricultural systems that rely on permanent organic soil cover and NT to maintain crop residues on the surface layer lead to superficial SOC accumulation, and offer potential benefits in controlling some of the negative environmental effects traditionally associated with agro-ecosystems. 3.2 RHIZODEPOSITS AND SOC ACCUMULATION IN DEEPER SOIL LAYERS There is little consensus in the literature with respect to SOC accumulation under CA relative to TA in deeper soil layers. Some authors recorded lower carbon concentrations under TA compared with CA below the plough layer. For example, Centurion and Demattê (1985) and Corazza et al. (1999), working in the tropical central savannah region of Brazil, found that soil carbon stocks in the surface layer were higher under CA than under TA, but when sampling was extended to 100 cm, the lower carbon content below the plough layer under CA cancelled out all differences between the two management systems.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,968
Soil Organic Carbon _90,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"was extended to 100 cm, the lower carbon content below the plough layer under CA cancelled out all differences between the two management systems. However, it should be observed that the soil at the site was affected by calcium deficiency, which had not been corrected before the experiment started, and, while this problem is less severe under TA, under CA it might have affected rooting depth and could have reduced carbon accumulation below 30 cm. Another example for lower SOC accumulation under CA is given by Baker et al. (2007): the authors cite the five experiments reviewed by VandenBygaart et al. (2003) where the profile was sampled to a depth greater than 30 cm and a majority of the trials (35/51, i.e. 69 percent) registered less SOC in the NT treatment relative to TA. As a general rule, the carbon concentration in deep soil layers is higher under TA vis-à-vis CA when the carbon-enriched top",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,908
Soil Organic Carbon _91,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"soil layers is higher under TA vis-à-vis CA when the carbon-enriched top layer (through fertilization) is inverted and all labile carbon is transferred from the surface to deeper layers (Baker et al., 2007). However, in this way the recalcitrant carbon from deeper layers becomes exposed to rapid oxidation and mineralization at the soil surface; this effect occurs even more rapidly when discs are used after ploughing to disaggregate the surface layer. In addition, SOC accumulation achieved with deeper fertilization ceases and regresses as soon as the external carbon input is interrupted. In the medium term, the amount of SOC that reaches deeper layers in natural ecosystems is smaller",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,691
Soil Organic Carbon _92,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"20 SOIL ORGANIC CARBON ACCUMULATION AND GREENHOUSE GAS EMISSION REDUCTIONS FROM CONSERVATION AGRICULTURE Integrated Crop Management than that added as fertilizer in tilled systems, but if the CA system is sustained in the long run, the depth of the O horizon 24 will increase. Changing the soil composition under the ploughed layer needs time: although the superficial layer (0 - 5 cm) is the most responsive to land management changes, the 0 - 1.5 cm layer (i.e. the active zone) is dispersed and, after transitioning from TA to CA, it will take time for the aggregates to rebuild and for the soil to be restored. An important process that explains the functioning of deep carbon accumulation in CA soils seems to be the translocation of soluble carbon compounds that originate from undisturbed surface residues through the formation of organo-mineral complexes with iron oxides (Eusterhues et al., 2005; Wright et al., 2007). In NT-managed soils, where deeper rooting is",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,972
Soil Organic Carbon _93,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"formation of organo-mineral complexes with iron oxides (Eusterhues et al., 2005; Wright et al., 2007). In NT-managed soils, where deeper rooting is facilitated by old root channels and those opened by soil fauna, an alternative or additional explanation for deep carbon accumulation could be that roots, due to their chemical recalcitrance to decomposition, contribute twice the amount of soil carbon (i.e. particulate organic matter) than surface residues (Hussain et al., 1999; Wilts et al., 2004; Johnson et al. 2006). Experiments on the CA potential for SOC accumulation through the whole soil pro/f_ile are presented in Annex 4. 3.3 VARIABLES INFLUENCING SOIL CARBON ACCUMULATION: ANALYZING GLOBAL DATA Various experiments have detected increased SOC and nitrogen levels under CA as compared to TA (Yang and Wander, 1999; Halvorson et al., 2002; West and Marland, 2002; West and Post, 2002; Franzluebbers and Arshad, 1996;",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,927
Soil Organic Carbon _94,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"CA as compared to TA (Yang and Wander, 1999; Halvorson et al., 2002; West and Marland, 2002; West and Post, 2002; Franzluebbers and Arshad, 1996; Wright et al., 2007; Calegari et al., 2008; Chen et al., 2009). Some authors Mechanisms for deep carbon sequestration: In the medium term, carbon concentration in deep soil layers is higher under TA when the carbon-enriched top layer is inverted. • Recalcitrant carbon from deeper layers becomes exposed to rapid mineralization at the surface. • SOC accumulated ceases and regresses as soon as the external carbon input is interrupted. In the long run, in CA systems the depth of the o horizon increases. • Soluble carbon compounds are translocated from surface residues. • Roots, due to their chemical recalcitrance, contribute twice as much carbon as surface residues. 24 O horizon = Soil layer with a high percentage of organic matter that is sometimes present covering",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,918
Soil Organic Carbon _95,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,surface residues. 24 O horizon = Soil layer with a high percentage of organic matter that is sometimes present covering the upper mineral horizon designated as A horizon. This latter is the horizon where organic material mixes with inorganic products of weathering.,FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,265
Soil Organic Carbon _96,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"21 EVIDENCE THAT CA PROMOTES SOIL CARBON ACCUMULATION Vol. 16–2012 also show that the conversion from TA to CA promotes SOC accumulation (Phillips et al., 1993; Lee et al., 1993; Kern and Johnson, 1993; Lal, 1997; Franzluebbers, 2005). Others, however, conclude that CA does not have a positive effect on carbon sequestration in agricultural soils (Baker et al., 2007; Blanco-Canqui and Lal, 2008). This section gives an overview of the most important measures that should be taken into account when setting up experiments and elaborating data in order to correctly assess the SOC accumulation potentials of different management systems, and aims at disproving conceptual flaws. Prudence should be used when trying to summarize global features, as it is the case for instance for West and Post (2002) and the Conservation Agriculture Carbon Offset Consultation held in the USA in 2008. The first, comparing data from 276 paired treatments worldwide, estimate that",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,963
Soil Organic Carbon _97,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"Agriculture Carbon Offset Consultation held in the USA in 2008. The first, comparing data from 276 paired treatments worldwide, estimate that a change from TA to CA can on average sequester SOC at a maximum rate of 0.57 t of carbon ha -1 y -1. The soil carbon sequestration rate reported by the Conservation Agriculture Carbon Offset Consultation is 1.8 t ha -1 y -1 in the first ten years of adoption of CA. The carbon sequestration potential of any soil, for the carbon pools considered, depends on many variables. Therefore, when addressing carbon sequestration, rates should always refer to specific carbon pools, as each carbon category has a very different turnover rate. For instance, carbon accumulated in the first ten years is young and highly oxidizable. In addition, in order to assess the effects of management practices on soils, it is necessary to have some reference base for the same soil types under the same climatic conditions. Undisturbed soils under natural",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,979
Soil Organic Carbon _98,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"types under the same climatic conditions. Undisturbed soils under natural vegetation should be used as a benchmark and compared to soils disturbed by human activities. Furthermore, data analysis should be carried out, at the most, at the level of agro-ecological zones. As anticipated in section 2.1, the rate of conversion of the carbon content in crop residues into SOM is strongly related to the climate, and rates achieved under different climatic conditions are not directly comparable and should not be aggregated. Therefore, for instance, soil carbon stocks achieved in the subtropics, where mild climate and regular rainfall allow cropping throughout the year, cannot be compared with those relating to continental and sub-continental temperate areas. The potential rate of carbon sequestration will have to be calculated based on the agro-ecological zone, as done for example by West and Marland (2002) and",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,915
Soil Organic Carbon _99,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"agro-ecological zone, as done for example by West and Marland (2002) and Calegari et al. (2008) for CA and by de Moraes Sà and Séguy (2008) for TA. The first authors, analyzing 76 long-term experiments in the USA, reported a potential rate of carbon sequestration of 0.34 t of carbon ha -1y-1; the second based on experiments of 19 years to report a rate of 1.24 t of carbon ha-1y-1 for southern Brazil. While under TA, 100 percent of the organic matter from crop residues and, in the cases described in section 3.1.4, also part of the carbon stored in the soil is lost as CO 2.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,23,578
Soil Organic Carbon _100,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,22 SOIL ORGANIC CARBON ACCUMULATION AND GREENHOUSE GAS EMISSION REDUCTIONS FROM CONSERVATION AGRICULTURE Integrated Crop Management FIGURE 1 Map of Thermal Climates and Moisture Regimes,FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,185
Soil Organic Carbon _101,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"23 EVIDENCE THAT CA PROMOTES SOIL CARBON ACCUMULATION Vol. 16–2012 Some considerations on CA performance in different climatic and moisture regimes (Figure 1) are given in the next sections: tropical and subtropical humid and subhumid zones are commented on in section 3.3.1; tropical and subtropical semi-arid zones in section 3.3.2; and temperate zones in section 3.3.3. The classification adopted here is based on the thermal-climatic zones according to the Global Agro-Ecological Zones (IIASA/FAO, 2010). These have been modified as follows: i) tropical lowlands and highlands have been merged into the tropics class; ii) temperate oceanic, sub-continental and continental zones have been merged into the temperate class; iii) subtropics with low rainfall have been reallocated under subtropics with either summer or winter rainfall. Each climatic zone has then been divided into three moisture regimes: the humid and subhumid one is characterised by values of",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,964
Soil Organic Carbon _102,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"or winter rainfall. Each climatic zone has then been divided into three moisture regimes: the humid and subhumid one is characterised by values of aridity index above 0.50 (FAO, 2009b), the semiarid regime is characterised by values of aridity index from 0.50 through 0.20 and the arid regime presents aridity index values below 0.20. 3.3.1 Subhumid and humid tropical and subtropical zones Most common tropical and subtropical soils have a mixed mineralogy. With respect to less weathered soils (e.g. soils dominated by 2:1 clays), they are characterized by: i) the capacity to form aggregates more independently from organic matter inputs, and ii) by the higher aggregate stability at a certain carbon content. Such capacities of soils with high content in mineral particles with variable charges are the results of the coexistence of negative and positive charges at prevailing field pH. This allows mineral-mineral binding, in addition",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,939
Soil Organic Carbon _103,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"charges at prevailing field pH. This allows mineral-mineral binding, in addition to organic matter functioning as a binding agent between 2:1 and 1:1 clays (Elustondo et al., 1990). Despite these characteristics, tropical and subtropical soils suffer from low nutrient retention capacity due to the faster turnover of SOM and organic compounds. In fact, edaphon activity is most vigorous under the high moisture and temperature regimes, and needs to be supported with adequate “feed” (substrate) to keep the ratio of the carbon stored to the GHGs released as high as possible (Scopel et al., 2004; Séguy et al., 2006). In addition, 1:1 clays, that are often dominant in tropical and subtropical soils, offer low protective capacity to SOM. In order to alleviate the problem of low nutrient retention capacity, agronomic systems should be adopted that increase the protection of carbon and nitrogen from rapid mineralization. In their review, Six et al. (2002b)",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,960
Soil Organic Carbon _104,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"and nitrogen from rapid mineralization. In their review, Six et al. (2002b) compared CA with TA providing evidence that SOM turnover was slower in CA than in TA soils. More specifically, macroaggregates in CA soils contained on average 1.7 times more microaggregates and 3-times more intra-microaggregate carbon than macroaggregates in TA soils. This means that lower soil disturbance, higher faunal and microbial, particularly fungal, biomass (Doran et al., 1980; Doran et al., 1987; Parmelee et al., 1990) and binding agents in CA systems are efficient tools to protect carbon from microbial activity.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,603
Soil Organic Carbon _105,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"24 SOIL ORGANIC CARBON ACCUMULATION AND GREENHOUSE GAS EMISSION REDUCTIONS FROM CONSERVATION AGRICULTURE Integrated Crop Management Further major limitations to agricultural production in the subtropics with summer rainfall are steep slopes and, particularly in dissected topographies, low organic matter content. In such areas, several studies testify that the permanent protection of soil is an important measure for erosion control which also reduces the risk of pollution of surface waters with sediment, pesticides and nutrients. For the reasons stated in section 2.2 at point i, to reach environmental and economic sustainability in humid and subhumid tropical and subtropical areas, profitable cropping systems with high adaptation capacity in adverse environments and with high biomass should be developed to keep the soil covered during the dry season and to maintain aggregate stability, favouring plant growth and carbon sequestration (de Moraes Sà et al., 2008). Such",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,979
Soil Organic Carbon _106,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"plant growth and carbon sequestration (de Moraes Sà et al., 2008). Such cropping systems may combine a cash crop during the summer season with intercrops to take advantage of available soil moisture (Hobbs, 2007). Due to their representativeness of an economically relevant area at severe risk of soil degradation, two experiments of Tran Quoc et al. (2008a, b) have been chosen and commented on here. In Sayaboury province, the major site for maize production in Lao PDR, land preparation is mainly based on ploughing, even on slopes of 45 percent, and the main crop under rainfed conditions is monocropped maize. After five years, the authors showed that conversion from maize monoculture with heavy mechanized tillage to a CA-based rotational sequence of maize - rice 25 and maize - Brachiaria ruziziensis led to 50 percent higher maize yields. In addition, climate-induced yield fluctuations, typical of monocrop systems, were evened out and soil physical, chemical and",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,973
